"Commodity","Category","Item","Units","Size","Region","Country","Year","Value","Survey base year"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2011,5.37,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2012,6.31,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2013,6.35,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2014,6.1,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2015,5.28,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2016,2.56,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2017,2.65,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2018,3.03,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2019,3.23,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2020,3.02,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2021,3.46,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2022,4.27,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2023,4.2,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2024,3.37,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2016,2.62,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2017,2.71,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2018,3.11,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2019,3.31,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2020,3.09,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2000,3.69,"Base survey of 2000"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2001,4.02,"Base survey of 2000"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2002,3.89,"Base survey of 2000"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2003,3.86,"Base survey of 2000"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2004,4.11,"Base survey of 2000"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2005,1.69,"Base survey of 2005"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2006,1.59,"Base survey of 2005"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2007,2.02,"Base survey of 2005"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2008,2.69,"Base survey of 2005"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2009,1.69,"Base survey of 2005"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2010,1.98,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2011,2.77,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2012,3.25,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2013,3.27,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2014,3.14,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2015,2.72,"Base survey of 2010"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2016,1.47,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2017,1.52,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2018,1.74,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2019,1.86,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2020,1.73,"Base survey of 2016"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2021,2.15,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2022,2.65,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2023,2.6,"Base survey of 2021"
"Milk","Operating costs","Homegrown harvested feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2024,2.09,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2000,0.08,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2001,0.08,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2002,0.08,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2003,0.08,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2004,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2005,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2006,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2007,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2008,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2009,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2010,0.1,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2011,0.09,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2012,0.09,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2013,0.1,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2014,0.09,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2015,0.11,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2016,0.07,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2017,0.07,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2018,0.08,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2019,0.07,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2020,0.07,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2021,0.03,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2022,0.03,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2023,0.03,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","U.S. total","United States",2024,0.03,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2000,0.13,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2001,0.13,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2002,0.13,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2003,0.13,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2004,0.14,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2005,0.1,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2006,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2007,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2008,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2009,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2010,0.12,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2011,0.11,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2012,0.12,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2013,0.13,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2014,0.13,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2015,0.13,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2016,0.06,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2017,0.06,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2018,0.06,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2019,0.06,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2020,0.06,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2021,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2022,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2023,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Heartland","United States",2024,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2000,0.07,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2001,0.07,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2002,0.07,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2003,0.07,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2004,0.07,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2005,0.1,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2006,0.09,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2007,0.1,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2008,0.1,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2009,0.1,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2010,0.11,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2011,0.11,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2012,0.12,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2013,0.12,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2014,0.11,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2015,0.16,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2016,0.09,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2017,0.1,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2018,0.11,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2019,0.09,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2020,0.09,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2021,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2022,0.03,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2023,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Northern Crescent","United States",2024,0.04,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2000,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2001,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2002,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2003,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2004,0.04,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2005,0.06,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2006,0.06,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2007,0.06,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2008,0.05,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2009,0.04,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2010,0.06,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2011,0.07,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2012,0.06,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2013,0.06,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2014,0.06,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2015,0.07,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2016,0.03,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2017,0.03,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2018,0.03,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2019,0.03,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Prairie Gateway","United States",2020,0.03,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2000,0.26,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2001,0.27,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2002,0.26,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2003,0.25,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2004,0.31,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2005,0.29,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2006,0.29,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2007,0.3,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2008,0.31,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2009,0.28,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2010,0.33,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2011,0.34,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2012,0.35,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2013,0.35,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2014,0.35,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2015,0.4,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2016,0.28,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2017,0.27,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2018,0.32,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2019,0.29,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2020,0.29,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2021,0.18,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2022,0.18,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2023,0.19,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Eastern Uplands","United States",2024,0.2,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2000,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2001,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2002,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2003,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2004,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2005,0.18,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2006,0.18,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2007,0.18,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2008,0.17,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2009,0.16,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2010,0.42,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2011,0.48,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2012,0.45,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2013,0.45,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2014,0.46,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2015,0.51,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2016,0.35,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2017,0.35,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2018,0.35,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2019,0.36,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2020,0.37,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2021,0.1,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2022,0.11,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2023,0.11,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Southern Seaboard","United States",2024,0.11,"Base survey of 2021"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2016,0.34,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2017,0.26,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2018,0.28,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2019,0.28,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Basin and Range","United States",2020,0.28,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2000,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2001,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2002,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2003,0.03,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2004,0.11,"Base survey of 2000"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2005,0.05,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2006,0.05,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2007,0.06,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2008,0.06,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2009,0.05,"Base survey of 2005"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2010,0.03,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2011,0.03,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2012,0.03,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2013,0.03,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2014,0.03,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2015,0.03,"Base survey of 2010"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2016,0.02,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2017,0.01,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2018,0.02,"Base survey of 2016"
"Milk","Operating costs","Grazed feed","dollars per hundredweight sold","No specific size","Fruitful Rim","United States",2019,0.02,"Base survey of 2016"
